 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,33.284,8.788,14.788,0,90,292.498,1,12022.000
2,33.284,8.733,14.356,0,98,290.673,1,11947.000
3,33.284,8.799,14.791,0,93,292.863,1,12037.000
4,33.284,7.913,12.822,0,72,263.375,1,10825.000
5,33.284,7.898,13.056,0,95,262.864,1,10804.000
6,33.284,8.133,14.018,0,135,270.698,1,11126.000
7,33.284,7.545,13.039,0,104,251.112,1,10321.000
8,33.284,7.601,12.900,0,109,252.986,1,10398.000
9,33.284,7.515,12.200,0,73,250.115,1,10280.000
10,33.284,7.206,12.390,0,83,239.847,1,9858.000
11,33.284,7.469,12.631,0,90,248.606,1,10218.000
12,33.284,6.917,11.115,0,80,230.237,1,9463.000
13,33.284,6.713,11.703,0,81,223.449,1,9184.000
14,33.284,6.993,11.734,0,71,232.767,1,9567.000
15,33.284,6.697,11.766,0,118,222.889,1,9161.000
16,33.284,6.649,11.599,0,77,221.308,1,9096.000
17,33.284,6.544,10.933,0,71,217.804,1,8952.000
18,33.284,6.728,12.309,0,80,223.935,1,9204.000
19,33.284,6.369,11.372,0,128,211.989,1,8713.000
20,33.284,6.045,10.633,0,65,201.211,1,8270.000
21,33.284,5.829,10.515,0,72,194.009,1,7974.000
22,33.284,6.183,10.963,0,85,205.785,1,8458.000
23,33.284,5.586,9.973,0,89,185.907,1,7641.000
24,33.284,6.081,10.861,0,73,202.403,1,8319.000
25,33.284,5.789,10.977,0,86,192.695,1,7920.000
26,33.284,5.496,10.708,0,111,182.939,1,7519.000
27,33.284,5.355,9.952,0,82,178.243,1,7326.000
28,33.284,5.230,9.336,0,63,174.058,1,7154.000
29,33.284,5.105,9.162,0,74,169.922,1,6984.000
30,33.284,5.136,9.642,0,58,170.944,1,7026.000
31,33.284,5.096,9.651,0,76,169.606,1,6971.000
32,33.284,4.959,9.275,0,66,165.056,1,6784.000
33,33.284,5.164,9.484,0,62,171.869,1,7064.000
34,33.284,4.889,8.739,0,55,162.720,1,6688.000
35,33.284,4.828,9.130,0,58,160.701,1,6605.000
36,33.284,4.404,8.364,0,59,146.590,1,6025.000
37,33.284,4.836,9.642,0,103,160.969,1,6616.000
38,33.284,4.566,8.311,0,50,151.966,1,6246.000
39,33.284,4.659,8.868,0,59,155.056,1,6373.000
40,33.284,4.712,9.070,0,68,156.833,0,6446.000
