 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,33.162,32.278,61.512,0,255,1070.408,1,43995.000
2,33.162,32.247,60.165,0,255,1069.361,1,43952.000
3,33.162,31.618,60.432,0,255,1048.535,1,43096.000
4,33.162,4.684,10.575,0,85,155.324,0,6384.000
5,33.162,6.652,13.741,0,117,220.602,0,9067.000
6,33.162,9.157,18.362,0,118,303.665,0,12481.000
7,33.162,10.398,20.424,0,128,344.832,0,14173.000
8,33.162,11.381,21.753,0,181,377.410,1,15512.000
9,33.162,13.103,24.590,0,164,434.538,1,17860.000
10,33.162,13.260,24.749,0,157,439.720,1,18073.000
11,33.162,14.088,26.062,0,178,467.189,1,19202.000
12,33.162,15.011,27.171,0,177,497.796,1,20460.000
13,33.162,15.848,28.875,0,224,525.557,1,21601.000
14,33.162,16.186,29.667,0,194,536.749,1,22061.000
15,33.162,16.781,30.523,0,220,556.481,1,22872.000
16,33.162,17.817,32.464,0,215,590.859,1,24285.000
17,33.162,18.026,33.090,0,228,597.769,1,24569.000
18,33.162,18.084,32.272,0,234,599.691,1,24648.000
19,33.162,18.570,32.640,0,228,615.822,1,25311.000
20,33.162,18.577,32.335,0,216,616.041,1,25320.000
21,33.162,19.318,34.527,0,230,640.639,1,26331.000
22,33.162,18.844,33.784,0,224,624.921,1,25685.000
23,33.162,19.954,35.963,0,227,661.709,1,27197.000
24,33.162,19.395,34.346,0,219,643.193,1,26436.000
25,33.162,20.180,36.050,0,213,669.202,1,27505.000
26,33.162,19.769,36.847,0,250,655.578,1,26945.000
27,33.162,20.004,36.925,0,242,663.363,1,27265.000
28,33.162,20.406,38.753,0,255,676.696,1,27813.000
29,33.162,21.021,40.620,0,255,697.109,1,28652.000
30,33.162,20.548,40.035,0,255,681.416,1,28007.000
31,33.162,20.357,38.965,0,247,675.090,1,27747.000
32,33.162,20.114,38.806,0,246,667.013,1,27415.000
33,33.162,22.079,42.159,0,255,732.169,1,30093.000
