 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,51.239,2.760,7.712,0,89,141.432,0,5813.000
2,51.239,2.779,7.485,0,78,142.405,0,5853.000
3,51.239,2.888,7.613,0,86,148.001,0,6083.000
4,51.239,0.441,2.199,0,63,22.603,0,929.000
5,51.239,0.506,2.103,0,52,25.936,0,1066.000
6,51.239,0.513,2.054,0,43,26.277,0,1080.000
7,51.239,0.604,1.930,0,38,30.948,0,1272.000
8,51.239,0.579,1.797,0,25,29.683,0,1220.000
9,51.239,0.603,1.766,0,22,30.875,0,1269.000
10,51.239,0.664,1.915,0,24,34.038,0,1399.000
11,51.239,0.679,2.197,0,41,34.768,0,1429.000
12,51.239,0.640,1.764,0,29,32.797,0,1348.000
13,51.239,0.738,2.053,0,24,37.833,0,1555.000
14,51.239,0.718,1.913,0,19,36.787,0,1512.000
15,51.239,0.679,1.834,0,17,34.792,0,1430.000
16,51.239,0.676,1.784,0,22,34.622,0,1423.000
17,51.239,0.698,1.878,0,25,35.765,0,1470.000
18,51.239,0.729,2.021,0,37,37.371,0,1536.000
19,51.239,0.761,2.303,0,40,38.977,0,1602.000
20,51.239,0.621,1.757,0,29,31.824,0,1308.000
21,51.239,0.733,2.070,0,32,37.566,0,1544.000
22,51.239,0.786,2.411,0,50,40.291,0,1656.000
23,51.239,0.776,2.352,0,47,39.756,0,1634.000
24,51.239,0.855,2.555,0,53,43.819,0,1801.000
25,51.239,0.698,2.058,0,32,35.790,0,1471.000
26,51.239,0.790,2.226,0,35,40.485,0,1664.000
27,51.239,0.788,2.113,0,21,40.388,0,1660.000
28,51.239,0.816,2.217,0,29,41.799,0,1718.000
29,51.239,0.826,2.218,0,24,42.335,0,1740.000
30,51.239,0.726,1.906,0,22,37.201,0,1529.000
31,51.239,0.798,2.132,0,31,40.899,0,1681.000
32,51.239,0.836,2.119,0,21,42.846,0,1761.000
