 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,17.566,3.875,7.025,0,43,68.076,1,2798.000
2,17.566,4.481,9.382,0,110,78.708,1,3235.000
3,17.566,4.086,7.939,0,66,71.774,1,2950.000
4,17.566,0.609,2.246,0,18,10.705,0,440.000
5,17.566,0.593,1.792,0,14,10.413,0,428.000
6,17.566,0.639,2.353,0,28,11.216,0,461.000
7,17.566,0.867,2.704,0,31,15.231,0,626.000
8,17.566,0.875,2.179,0,19,15.377,0,632.000
9,17.566,0.760,2.134,0,26,13.357,0,549.000
10,17.566,0.788,2.047,0,17,13.844,0,569.000
11,17.566,0.860,2.220,0,17,15.109,0,621.000
12,17.566,0.752,1.965,0,19,13.211,0,543.000
13,17.566,0.816,2.129,0,25,14.330,0,589.000
14,17.566,1.017,2.480,0,22,17.858,0,734.000
15,17.566,0.881,2.374,0,24,15.474,0,636.000
16,17.566,0.976,2.566,0,21,17.153,0,705.000
17,17.566,0.733,1.828,0,16,12.871,0,529.000
18,17.566,0.789,1.988,0,18,13.868,0,570.000
19,17.566,0.742,2.024,0,27,13.041,0,536.000
20,17.566,0.932,2.552,0,22,16.374,0,673.000
21,17.566,0.860,2.153,0,18,15.109,0,621.000
22,17.566,0.843,2.336,0,25,14.817,0,609.000
23,17.566,1.079,2.708,0,22,18.953,0,779.000
24,17.566,0.938,2.580,0,32,16.472,0,677.000
25,17.566,0.929,3.133,0,54,16.326,0,671.000
26,17.566,1.072,2.686,0,24,18.832,0,774.000
27,17.566,0.895,2.736,0,33,15.717,0,646.000
28,17.566,0.950,2.555,0,23,16.691,0,686.000
29,17.566,0.970,2.523,0,20,17.031,0,700.000
30,17.566,0.945,2.338,0,21,16.593,0,682.000
31,17.566,0.960,2.729,0,28,16.861,0,693.000
32,17.566,0.731,1.949,0,20,12.846,0,528.000
