 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,27.980,17.249,27.651,0,171,482.614,0,19836.000
2,27.980,16.382,26.646,0,160,458.357,0,18839.000
3,27.980,16.748,27.141,0,173,468.600,1,19260.000
4,27.980,3.852,8.114,0,57,107.783,0,4430.000
5,27.980,4.557,9.029,0,57,127.490,0,5240.000
6,27.980,5.392,10.489,0,85,150.872,0,6201.000
7,27.980,6.005,11.393,0,76,168.024,0,6906.000
8,27.980,6.182,11.438,0,68,172.963,0,7109.000
9,27.980,6.813,13.363,0,99,190.627,0,7835.000
10,27.980,7.233,13.619,0,90,202.379,0,8318.000
11,27.980,7.543,13.208,0,89,211.040,0,8674.000
12,27.980,7.450,13.194,0,78,208.437,0,8567.000
13,27.980,7.601,13.295,0,80,212.670,0,8741.000
14,27.980,7.873,14.005,0,124,220.286,0,9054.000
15,27.980,7.759,13.055,0,80,217.098,0,8923.000
16,27.980,7.910,13.749,0,144,221.308,0,9096.000
17,27.980,7.877,13.258,0,71,220.407,0,9059.000
18,27.980,7.636,12.408,0,61,213.644,0,8781.000
19,27.980,8.196,13.786,0,88,229.312,0,9425.000
20,27.980,7.916,12.927,0,95,221.478,0,9103.000
21,27.980,7.728,12.941,0,90,216.223,0,8887.000
22,27.980,7.961,12.819,0,96,222.743,0,9155.000
23,27.980,8.012,12.852,0,99,224.179,0,9214.000
24,27.980,8.670,13.691,0,93,242.572,1,9970.000
25,27.980,8.261,12.832,0,77,231.137,1,9500.000
26,27.980,7.811,12.857,0,82,218.558,0,8983.000
27,27.980,7.852,12.755,0,79,219.702,0,9030.000
28,27.980,8.297,13.263,0,86,232.135,1,9541.000
29,27.980,8.558,14.091,0,83,239.458,1,9842.000
30,27.980,8.665,13.665,0,74,242.451,1,9965.000
31,27.980,8.507,13.964,0,76,238.022,1,9783.000
32,27.980,8.968,14.001,0,100,250.917,1,10313.000
33,27.980,9.023,14.212,0,83,252.450,1,10376.000
34,27.980,8.994,14.527,0,90,251.647,1,10343.000
35,27.980,8.711,13.974,0,111,243.740,1,10018.000
