 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,37.104,19.248,38.942,0,255,714.165,1,29353.000
2,37.104,19.315,39.761,0,246,716.671,1,29456.000
3,37.104,18.675,37.812,0,245,692.900,1,28479.000
4,37.104,4.990,12.316,0,100,185.129,0,7609.000
5,37.104,5.904,13.525,0,84,219.069,0,9004.000
6,37.104,7.178,16.527,0,120,266.343,0,10947.000
7,37.104,8.563,18.747,0,115,317.704,0,13058.000
8,37.104,8.892,18.675,0,141,329.942,0,13561.000
9,37.104,9.292,19.345,0,128,344.759,0,14170.000
10,37.104,9.900,20.329,0,154,367.313,0,15097.000
11,37.104,10.106,20.789,0,163,374.977,1,15412.000
12,37.104,10.675,21.894,0,166,396.096,1,16280.000
13,37.104,10.807,21.718,0,156,400.962,1,16480.000
14,37.104,10.955,21.968,0,122,406.461,1,16706.000
15,37.104,11.176,22.901,0,151,414.684,1,17044.000
16,37.104,11.468,22.863,0,187,425.511,1,17489.000
17,37.104,11.914,24.548,0,167,442.056,1,18169.000
18,37.104,11.962,24.366,0,143,443.832,1,18242.000
19,37.104,11.748,23.476,0,144,435.900,1,17916.000
20,37.104,12.275,25.412,0,175,455.462,1,18720.000
21,37.104,11.929,23.641,0,161,442.615,1,18192.000
22,37.104,11.787,23.325,0,129,437.336,1,17975.000
23,37.104,11.693,24.450,0,184,433.856,1,17832.000
24,37.104,11.955,24.189,0,153,443.588,1,18232.000
25,37.104,12.365,25.528,0,201,458.770,1,18856.000
26,37.104,12.454,25.029,0,150,462.079,1,18992.000
27,37.104,11.991,24.744,0,156,444.927,1,18287.000
28,37.104,12.250,25.740,0,191,454.537,1,18682.000
29,37.104,12.670,25.876,0,154,470.084,1,19321.000
30,37.104,11.748,24.632,0,175,435.900,1,17916.000
31,37.104,12.561,25.454,0,182,466.045,1,19155.000
32,37.104,11.797,24.517,0,161,437.701,1,17990.000
33,37.104,12.652,26.225,0,172,469.427,1,19294.000
