 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,28.612,32.051,61.294,0,255,917.054,1,37692.000
2,28.612,31.998,60.538,0,255,915.546,1,37630.000
3,28.612,31.095,58.706,0,255,889.707,1,36568.000
4,28.612,2.989,7.747,0,64,85.521,0,3515.000
5,28.612,3.816,9.201,0,75,109.194,0,4488.000
6,28.612,4.780,10.671,0,87,136.760,0,5621.000
7,28.612,5.394,11.778,0,85,154.327,0,6343.000
8,28.612,5.520,11.615,0,87,157.927,0,6491.000
9,28.612,6.375,13.179,0,98,182.404,0,7497.000
10,28.612,6.433,14.104,0,148,184.058,0,7565.000
11,28.612,6.715,13.316,0,100,192.136,1,7897.000
12,28.612,7.037,13.903,0,94,201.332,1,8275.000
13,28.612,7.401,14.807,0,141,211.746,1,8703.000
14,28.612,8.114,15.164,0,102,232.159,1,9542.000
15,28.612,8.352,16.172,0,144,238.971,1,9822.000
16,28.612,8.645,16.088,0,107,247.341,1,10166.000
17,28.612,9.170,17.341,0,120,262.377,1,10784.000
18,28.612,8.582,16.908,0,144,245.540,1,10092.000
19,28.612,9.405,17.976,0,147,269.092,1,11060.000
20,28.612,8.792,17.054,0,134,251.550,1,10339.000
21,28.612,9.386,17.769,0,120,268.557,1,11038.000
22,28.612,9.909,18.450,0,144,283.520,1,11653.000
23,28.612,9.549,18.231,0,182,273.228,1,11230.000
24,28.612,10.189,19.377,0,166,291.525,1,11982.000
25,28.612,10.847,19.650,0,141,310.356,1,12756.000
26,28.612,10.602,19.900,0,149,303.349,1,12468.000
27,28.612,10.458,19.748,0,118,299.237,1,12299.000
28,28.612,10.758,21.229,0,176,307.802,1,12651.000
29,28.612,11.514,23.059,0,205,329.455,1,13541.000
30,28.612,11.443,22.444,0,139,327.412,1,13457.000
31,28.612,12.044,23.376,0,146,344.613,1,14164.000
32,28.612,11.685,22.855,0,151,334.321,1,13741.000
33,28.612,11.904,24.378,0,157,340.599,1,13999.000
