 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,28.612,16.149,37.379,0,238,462.055,0,18991.000
2,28.612,16.606,38.624,0,255,475.145,0,19529.000
3,28.612,16.839,39.952,0,255,481.811,0,19803.000
4,28.612,3.237,8.379,0,70,92.625,0,3807.000
5,28.612,4.764,12.147,0,114,136.298,0,5602.000
6,28.612,5.810,14.808,0,130,166.224,0,6832.000
7,28.612,6.073,14.653,0,108,173.766,0,7142.000
8,28.612,6.848,16.825,0,128,195.931,0,8053.000
9,28.612,6.980,17.209,0,114,199.727,0,8209.000
10,28.612,7.320,17.827,0,117,209.434,0,8608.000
11,28.612,8.048,20.310,0,167,230.261,0,9464.000
12,28.612,7.906,18.321,0,140,226.222,0,9298.000
13,28.612,7.934,19.034,0,127,227.001,0,9330.000
14,28.612,8.786,20.499,0,131,251.380,0,10332.000
15,28.612,8.560,20.077,0,144,244.908,0,10066.000
16,28.612,8.994,21.232,0,159,257.341,0,10577.000
17,28.612,9.231,21.852,0,173,264.129,0,10856.000
18,28.612,9.190,22.220,0,181,262.961,0,10808.000
19,28.612,9.120,22.131,0,179,260.942,0,10725.000
20,28.612,9.327,22.091,0,187,266.854,0,10968.000
21,28.612,9.298,22.145,0,197,266.051,0,10935.000
22,28.612,9.710,23.752,0,203,277.827,0,11419.000
23,28.612,9.625,22.456,0,163,275.394,0,11319.000
24,28.612,9.739,22.383,0,165,278.654,1,11453.000
25,28.612,9.732,22.835,0,158,278.459,0,11445.000
26,28.612,9.435,23.246,0,205,269.968,0,11096.000
27,28.612,9.691,22.877,0,155,277.291,0,11397.000
28,28.612,9.911,22.879,0,161,283.569,0,11655.000
29,28.612,10.382,24.924,0,217,297.048,1,12209.000
30,28.612,10.185,24.253,0,177,291.403,0,11977.000
31,28.612,10.345,24.552,0,173,296.001,1,12166.000
32,28.612,10.790,25.621,0,168,308.726,0,12689.000
33,28.612,10.911,26.381,0,171,312.181,0,12831.000
34,28.612,10.701,26.383,0,212,306.171,0,12584.000
35,28.612,11.260,26.904,0,185,322.181,1,13242.000
36,28.612,10.870,26.048,0,192,311.013,0,12783.000
37,28.612,11.343,26.088,0,167,324.541,1,13339.000
38,28.612,11.332,26.955,0,177,324.249,1,13327.000
39,28.612,11.344,27.953,0,208,324.589,0,13341.000
40,28.612,11.304,26.489,0,187,323.421,1,13293.000
