 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,59.852,20.925,52.802,0,255,1252.398,1,51475.000
2,59.852,20.515,52.029,0,255,1227.897,1,50468.000
3,59.852,20.724,52.238,0,255,1240.403,1,50982.000
4,59.852,3.897,10.944,0,80,233.254,0,9587.000
5,59.852,4.469,12.401,0,113,267.462,0,10993.000
6,59.852,5.225,13.984,0,119,312.716,0,12853.000
7,59.852,5.767,14.809,0,145,345.197,0,14188.000
8,59.852,6.065,15.229,0,129,363.031,0,14921.000
9,59.852,6.589,16.993,0,178,394.368,0,16209.000
10,59.852,6.772,16.771,0,124,405.317,0,16659.000
11,59.852,7.032,17.490,0,174,420.888,0,17299.000
12,59.852,7.221,17.688,0,185,432.202,0,17764.000
13,59.852,7.575,18.524,0,157,453.369,0,18634.000
14,59.852,7.876,19.153,0,188,471.374,0,19374.000
15,59.852,8.162,19.578,0,157,488.526,0,20079.000
16,59.852,8.285,20.520,0,157,495.850,0,20380.000
17,59.852,8.386,20.255,0,163,501.908,0,20629.000
18,59.852,8.967,21.402,0,142,536.724,0,22060.000
19,59.852,8.821,21.428,0,171,527.941,0,21699.000
20,59.852,9.197,22.154,0,183,550.471,1,22625.000
21,59.852,9.348,22.637,0,153,559.473,0,22995.000
22,59.852,9.618,23.451,0,191,575.677,1,23661.000
23,59.852,9.849,24.281,0,214,589.497,0,24229.000
24,59.852,10.168,24.408,0,211,608.596,1,25014.000
25,59.852,10.524,25.172,0,182,629.885,1,25889.000
26,59.852,10.347,24.809,0,211,619.277,1,25453.000
27,59.852,10.415,25.268,0,186,623.389,1,25622.000
28,59.852,10.870,26.781,0,185,650.614,1,26741.000
29,59.852,11.467,28.519,0,249,686.331,1,28209.000
30,59.852,11.473,28.705,0,205,686.696,1,28224.000
31,59.852,11.636,29.560,0,241,696.452,0,28625.000
32,59.852,11.783,30.075,0,227,705.236,0,28986.000
33,59.852,11.880,31.124,0,237,711.075,1,29226.000
