 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,35.765,23.603,55.860,0,255,844.161,0,34696.000
2,35.765,23.885,56.013,0,255,854.258,0,35111.000
3,35.765,24.689,57.628,0,255,883.016,0,36293.000
4,35.765,4.442,11.540,0,88,158.876,0,6530.000
5,35.765,6.469,16.347,0,151,231.380,0,9510.000
6,35.765,7.865,19.520,0,161,281.282,0,11561.000
7,35.765,9.278,22.906,0,181,331.815,0,13638.000
8,35.765,10.312,24.465,0,174,368.797,0,15158.000
9,35.765,11.110,27.085,0,204,397.337,0,16331.000
10,35.765,11.573,27.698,0,193,413.930,0,17013.000
11,35.765,12.621,30.675,0,216,451.398,0,18553.000
12,35.765,13.291,31.831,0,230,475.364,0,19538.000
13,35.765,13.394,32.464,0,232,479.038,0,19689.000
14,35.765,14.256,34.256,0,215,509.864,0,20956.000
15,35.765,14.854,35.433,0,219,531.274,0,21836.000
16,35.765,14.724,35.127,0,240,526.603,0,21644.000
17,35.765,15.290,37.190,0,255,546.870,0,22477.000
18,35.765,15.876,38.321,0,250,567.794,1,23337.000
19,35.765,15.469,37.927,0,255,553.245,0,22739.000
20,35.765,15.724,37.823,0,255,562.369,1,23114.000
21,35.765,15.904,37.975,0,249,568.816,0,23379.000
22,35.765,16.276,39.276,0,255,582.125,1,23926.000
23,35.765,15.911,38.592,0,234,569.059,1,23389.000
24,35.765,16.608,40.358,0,255,593.998,1,24414.000
25,35.765,16.369,39.405,0,244,585.434,1,24062.000
26,35.765,16.414,40.339,0,255,587.064,1,24129.000
27,35.765,16.729,39.955,0,238,598.304,1,24591.000
28,35.765,16.573,39.576,0,255,592.733,1,24362.000
29,35.765,16.336,39.144,0,252,584.266,1,24014.000
30,35.765,16.597,39.319,0,254,593.608,1,24398.000
31,35.765,17.193,41.442,0,255,614.922,1,25274.000
32,35.765,17.341,40.614,0,244,620.226,1,25492.000
33,35.765,17.718,41.622,0,255,633.680,1,26045.000
34,35.765,17.522,40.579,0,253,626.698,1,25758.000
35,35.765,18.070,41.954,0,244,646.283,1,26563.000
36,35.765,17.827,40.854,0,255,637.573,1,26205.000
37,35.765,18.110,41.261,0,250,647.695,1,26621.000
38,35.765,19.079,43.549,0,255,682.365,1,28046.000
39,35.765,19.116,41.883,0,246,683.679,1,28100.000
40,35.765,19.367,41.887,0,245,692.681,1,28470.000
