 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,45.011,14.801,39.439,0,255,666.210,0,27382.000
2,45.011,14.965,39.292,0,255,673.606,0,27686.000
3,45.011,14.968,39.532,0,255,673.704,0,27690.000
4,45.011,3.369,10.054,0,98,151.626,0,6232.000
5,45.011,4.751,13.385,0,118,213.838,0,8789.000
6,45.011,5.791,16.334,0,181,260.674,0,10714.000
7,45.011,6.277,17.665,0,163,282.522,0,11612.000
8,45.011,6.896,19.227,0,150,310.381,0,12757.000
9,45.011,7.272,20.374,0,204,327.314,0,13453.000
10,45.011,7.632,21.264,0,180,343.543,0,14120.000
11,45.011,7.865,22.140,0,184,354.029,0,14551.000
12,45.011,8.271,23.505,0,209,372.277,0,15301.000
13,45.011,8.381,23.473,0,172,377.240,0,15505.000
14,45.011,8.506,23.689,0,191,382.885,0,15737.000
15,45.011,8.676,24.016,0,216,390.500,0,16050.000
16,45.011,9.002,24.567,0,206,405.171,0,16653.000
17,45.011,9.153,24.467,0,204,411.983,0,16933.000
18,45.011,9.009,24.765,0,174,405.487,0,16666.000
19,45.011,8.915,24.290,0,227,401.254,0,16492.000
20,45.011,9.263,25.236,0,179,416.923,0,17136.000
21,45.011,8.788,24.387,0,195,395.561,0,16258.000
22,45.011,9.229,25.361,0,182,415.390,0,17073.000
23,45.011,9.355,25.570,0,191,421.059,0,17306.000
24,45.011,9.494,26.072,0,255,427.312,0,17563.000
25,45.011,9.683,27.036,0,197,435.851,0,17914.000
26,45.011,9.647,26.918,0,196,434.221,0,17847.000
27,45.011,9.297,25.523,0,228,418.455,0,17199.000
28,45.011,9.809,26.970,0,216,441.520,0,18147.000
29,45.011,9.790,27.434,0,210,440.644,0,18111.000
30,45.011,9.237,24.574,0,187,415.779,0,17089.000
31,45.011,10.147,27.404,0,204,456.727,0,18772.000
32,45.011,9.868,27.402,0,220,444.148,0,18255.000
33,45.011,10.185,28.457,0,230,458.454,0,18843.000
34,45.011,10.156,28.794,0,237,457.116,0,18788.000
35,45.011,10.769,29.453,0,218,484.706,0,19922.000
36,45.011,10.761,30.206,0,255,484.366,0,19908.000
37,45.011,10.616,29.910,0,233,477.845,0,19640.000
38,45.011,11.023,32.088,0,252,496.166,0,20393.000
39,45.011,11.311,32.257,0,247,509.134,0,20926.000
40,45.011,11.179,31.563,0,252,503.173,0,20681.000
