 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,25.547,32.378,61.474,0,255,827.154,3,33997.000
2,25.547,31.351,58.731,0,255,800.926,3,32919.000
3,25.547,32.094,60.970,0,255,819.904,3,33699.000
4,25.547,5.503,14.334,0,127,140.580,0,5778.000
5,25.547,6.160,16.111,0,204,157.368,0,6468.000
6,25.547,6.997,16.678,0,145,178.754,0,7347.000
7,25.547,6.956,16.302,0,135,177.708,0,7304.000
8,25.547,7.992,19.285,0,155,204.179,0,8392.000
9,25.547,7.801,18.869,0,214,199.289,1,8191.000
10,25.547,8.697,20.094,0,168,222.183,1,9132.000
11,25.547,8.586,20.459,0,198,219.337,1,9015.000
12,25.547,9.762,21.356,0,188,249.385,1,10250.000
13,25.547,9.888,21.773,0,231,252.596,1,10382.000
14,25.547,10.142,22.748,0,223,259.092,1,10649.000
15,25.547,10.288,21.593,0,175,262.815,1,10802.000
16,25.547,11.359,24.672,0,199,290.186,1,11927.000
17,25.547,11.166,23.931,0,213,285.247,1,11724.000
18,25.547,11.450,24.927,0,238,292.498,1,12022.000
19,25.547,11.444,25.286,0,191,292.352,1,12016.000
20,25.547,12.367,26.656,0,210,315.928,1,12985.000
21,25.547,12.263,26.362,0,221,313.276,1,12876.000
22,25.547,12.245,25.817,0,236,312.814,1,12857.000
23,25.547,13.375,29.323,0,255,341.693,1,14044.000
24,25.547,13.116,28.575,0,247,335.076,1,13772.000
25,25.547,13.070,29.134,0,246,333.883,1,13723.000
26,25.547,13.930,29.880,0,229,355.854,1,14626.000
27,25.547,13.443,29.507,0,255,343.421,1,14115.000
28,25.547,14.815,32.850,0,255,378.481,1,15556.000
29,25.547,14.943,31.783,0,255,381.741,1,15690.000
30,25.547,15.853,35.549,0,255,405.001,1,16646.000
31,25.547,15.650,35.407,0,255,399.794,1,16432.000
32,25.547,16.057,35.084,0,255,410.207,1,16860.000
33,25.547,16.110,36.270,0,255,411.570,1,16916.000
