 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,20.875,5.226,10.711,0,118,109.097,1,4484
2,20.875,4.773,9.201,0,71,99.632,1,4095
3,20.875,4.647,9.540,0,97,97.005,1,3987
4,20.875,0.872,2.568,0,24,18.199,0,748
5,20.875,0.697,1.842,0,22,14.549,0,598
6,20.875,0.825,2.311,0,19,17.226,0,708
7,20.875,0.836,2.251,0,22,17.445,0,717
8,20.875,0.833,2.208,0,22,17.396,0,715
9,20.875,0.659,1.788,0,22,13.747,0,565
10,20.875,0.873,2.337,0,22,18.223,0,749
11,20.875,0.878,2.340,0,29,18.321,0,753
12,20.875,0.829,2.137,0,18,17.299,0,711
13,20.875,0.913,2.264,0,17,19.051,0,783
14,20.875,0.639,1.696,0,19,13.333,0,548
15,20.875,0.892,2.312,0,23,18.613,0,765
16,20.875,0.810,2.159,0,22,16.909,0,695
17,20.875,0.802,2.082,0,20,16.739,0,688
18,20.875,0.869,2.309,0,29,18.150,0,746
19,20.875,0.737,1.833,0,18,15.377,0,632
20,20.875,0.887,2.418,0,21,18.515,0,761
21,20.875,0.817,2.066,0,15,17.055,0,701
22,20.875,0.894,2.539,0,33,18.661,0,767
23,20.875,0.787,2.300,0,30,16.423,0,675
24,20.875,0.801,2.327,0,33,16.715,0,687
25,20.875,0.874,2.472,0,29,18.248,0,750
26,20.875,0.860,2.810,0,49,17.956,0,738
27,20.875,0.784,2.149,0,19,16.374,0,673
28,20.875,0.777,2.320,0,23,16.228,0,667
29,20.875,0.861,2.751,0,34,17.980,0,739
30,20.875,0.836,2.537,0,39,17.445,0,717
31,20.875,0.844,2.745,0,27,17.615,0,724
32,20.875,0.804,2.529,0,38,16.788,0,690
33,20.875,0.812,2.351,0,26,16.958,0,697
34,20.875,0.864,2.244,0,23,18.029,0,741
35,20.875,0.765,2.014,0,17,15.961,0,656
36,20.875,0.829,2.297,0,26,17.299,0,711
37,20.875,0.848,2.356,0,23,17.712,0,728
38,20.875,0.684,1.907,0,22,14.282,0,587
39,20.875,0.762,2.229,0,24,15.912,0,654
40,20.875,0.728,2.145,0,21,15.206,0,625
