 ,Area,Mean,StdDev,Min,Max,IntDen,Median,RawIntDen
1,27.931,8.984,14.307,0,95,250.942,1,10314.000
2,27.931,9.895,15.698,0,103,276.391,1,11360.000
3,27.931,9.723,15.701,0,115,271.574,1,11162.000
4,27.931,1.440,3.788,0,36,40.218,0,1653.000
5,27.931,1.553,3.926,0,27,43.381,0,1783.000
6,27.931,1.579,4.055,0,42,44.111,0,1813.000
7,27.931,1.780,4.219,0,34,49.707,0,2043.000
8,27.931,1.739,5.386,0,128,48.563,0,1996.000
9,27.931,1.570,3.468,0,38,43.843,0,1802.000
10,27.931,1.625,3.645,0,26,45.400,0,1866.000
11,27.931,1.660,3.884,0,33,46.373,0,1906.000
12,27.931,1.710,3.591,0,25,47.760,0,1963.000
13,27.931,1.913,4.185,0,34,53.429,0,2196.000
14,27.931,1.635,3.557,0,29,45.668,0,1877.000
15,27.931,1.771,4.080,0,38,49.463,0,2033.000
16,27.931,1.764,4.052,0,40,49.269,0,2025.000
17,27.931,1.849,3.875,0,28,51.653,0,2123.000
18,27.931,1.753,3.792,0,31,48.952,0,2012.000
19,27.931,1.816,4.283,0,42,50.728,0,2085.000
20,27.931,1.735,3.951,0,33,48.466,0,1992.000
21,27.931,1.942,4.186,0,37,54.232,0,2229.000
22,27.931,1.928,4.479,0,33,53.843,0,2213.000
23,27.931,1.970,4.802,0,80,55.035,0,2262.000
24,27.931,1.725,3.653,0,30,48.174,0,1980.000
25,27.931,1.772,4.157,0,37,49.488,0,2034.000
26,27.931,1.875,4.177,0,31,52.383,0,2153.000
27,27.931,1.955,3.993,0,30,54.597,0,2244.000
28,27.931,1.848,3.828,0,31,51.604,0,2121.000
29,27.931,1.686,3.741,0,29,47.079,0,1935.000
30,27.931,1.851,3.840,0,33,51.702,0,2125.000
31,27.931,2.010,4.256,0,39,56.154,0,2308.000
32,27.931,1.817,3.795,0,28,50.753,0,2086.000
